"product","name","year","old","genres","War","Children","Thriller","Crime","Drama","Animation","Horror","Fantasy","IMAX","Sci-Fi","Western","Comedy","Action","Romance","Adventure","Musical","Documentary","Film-Noir","Mystery","description","image","length"
"315","Four Weddings and a Funeral","1994","1","Comedy|Romance","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.","https://m.media-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@._V1_SX300.jpg","117 min"
"316","Higher Learning","1995","1","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","People from all different walks of life, encounter racial tension, rape, responsibility, and the meaning of an education on a university campus.","https://m.media-amazon.com/images/M/MV5BOWFlM2FkM2YtZWFmMC00YjRlLThhNjAtYTY5MDQ3MDFkMDM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","128 min"
"317","I Like It Like That","1994","1","Comedy|Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","Lisette and husband Chino face marital difficulties. She is fed up with the kids, while he has job troubles. His mother Rosaria hates Lisette and the neighborhood tramp has designs on Chino. Things get even worse when Chino goes t...","https://m.media-amazon.com/images/M/MV5BZjRkNjJkNmItZTkwZC00NDI1LTg1NWItY2E5NTg4MmFkZjAxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg","104 min"
"318","I Love Trouble","1994","1","Action|Comedy","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Peter Brackett and Sabrina Peterson are two competing Chicago newspaper reporters who join forces to unravel the mystery behind a train derailment.","https://m.media-amazon.com/images/M/MV5BMWFhMTc1OWEtYmI1MS00YTcwLWI1ZmQtNjg0YWEyMDY1YjMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","123 min"
"319","It Could Happen to You","1994","1","Comedy|Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","A police officer promises to share his lottery ticket with a waitress in lieu of a tip.","https://m.media-amazon.com/images/M/MV5BYzMxOGUzOWEtMGUxMi00ZWM1LWE3ODgtNzc4OGVjZmJhMmFmXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg","101 min"
"320","Jungle Book, The","1994","1","Adventure|Children|Romance","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","Rudyard Kipling's classic tale of Mowgli, the orphaned jungle boy raised by wild animals, and how he becomes king of the jungle.","https://m.media-amazon.com/images/M/MV5BMjRjNDk2NTItZGQ1OS00OGU0LWJhMzUtNmZkNDE4NDg0MDMyXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg","111 min"
"321","Wonderful, Horrible Life of Leni Riefenstahl, The","1993","1","Documentary","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","A documentary about the life and work of Leni Riefenstahl, a German film director most notorious for making the most effective propaganda films for the Nazis.","https://m.media-amazon.com/images/M/MV5BNTZhMDI4YTQtMTNlNS00NWZjLTkwOWEtMGExMTk1NDc4MGU1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg","183 min"
"322","Lion King, The","1994","1","Adventure|Animation|Children|Drama|Musical|IMAX","0","1","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_SX300.jpg","88 min"
"323","Little Buddha","1993","1","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","After the death of Lama Dorje, Tibetan Buddhist monks find three children - one American and two Nepalese - who may be the rebirth of their great teacher.","https://m.media-amazon.com/images/M/MV5BZjU2MWM4NjctYTRlYi00MzBiLWI1NmItMmE4ODdlOGZmMTcyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","123 min"
"324","Wes Craven's New Nightmare","1994","1","Drama|Horror|Mystery|Thriller","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?","https://m.media-amazon.com/images/M/MV5BMzcxYjI5OTgtMmYyYS00ZTFhLWI3NzktOTBmMzQyNWNkNTk5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","112 min"
"325","Mask, The","1994","1","Action|Comedy|Crime|Fantasy","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.","https://m.media-amazon.com/images/M/MV5BOWExYjI5MzktNTRhNi00Nzg2LThkZmQtYWVkYjRlYWI2MDQ4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg","101 min"
"326","Maverick","1994","1","Adventure|Comedy|Western","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.","https://m.media-amazon.com/images/M/MV5BY2I1OTY2NmUtMGVlZi00NjNmLThkNTgtMjExMzRhOTM2MDJiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg","127 min"
"327","Mrs. Parker and the Vicious Circle","1994","1","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.","https://m.media-amazon.com/images/M/MV5BNWUwMDdhZWMtOGZkYy00ZTg2LTgwNTktZDVhZDM1MmFhODI4XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg","125 min"
"328","Naked Gun 33 1/3: The Final Insult","1994","1","Action|Comedy","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Frank Drebin comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.","https://m.media-amazon.com/images/M/MV5BZWYzZjVlMmUtZjNiZS00NWQ1LWIwMDAtZGMzYWNkOWU4NjUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","83 min"
"329","Paper, The","1994","1","Comedy|Drama","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","New York City tabloid editor Henry's faced with tough decisions while he faces several serious life challenges, and a tempting job offer.","https://m.media-amazon.com/images/M/MV5BOThhZDU0MmItMDYxNy00MTZlLWI4NmYtNmZkZmYwMzJiZDMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","112 min"
"330","Reality Bites","1994","1","Comedy|Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","A documentary filmmaker and her fellow Generation X graduates face life after college, looking for work and love in Houston.","https://m.media-amazon.com/images/M/MV5BZWY1ZGEyY2YtNWZhNS00OGZhLTg3OWEtODE2M2U5NjE4YmUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","99 min"
"331","Red Rock West","1992","1","Thriller","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Upon arriving to a small town, a drifter is mistaken for a hitman, but when the real hitman arrives, complications ensue.","https://m.media-amazon.com/images/M/MV5BNzhiMTQxYzMtOWI4NS00NWJiLWE5MDMtMmIzNjMxODNjZjBlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg","98 min"
"332","Richie Rich","1994","1","Children|Comedy","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","A rich young boy finds his family the target of an inside job, and must use his cunning to save them.","https://m.media-amazon.com/images/M/MV5BOWRhMWEzMjMtYTFiYS00MTNlLWIxZTItNjEwZGQ1NDk3Y2NmXkEyXkFqcGdeQXVyODU4MjAxOQ@@._V1_SX300.jpg","95 min"
"333","River Wild, The","1994","1","Action|Thriller","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","Rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.","https://m.media-amazon.com/images/M/MV5BYWQyYTZjNTYtNGRiMi00ZTVhLTk0ZWEtZDA0OTVmMDk4OGE2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg","111 min"
"334","Speed","1994","1","Action|Romance|Thriller","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.","https://m.media-amazon.com/images/M/MV5BYjc0MjYyN2EtZGRhMy00NzJiLWI2Y2QtYzhiYTU3NzAxNzg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","116 min"
"335","Speechless","1994","1","Comedy|Romance","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","Two political speechwriters fall in love before they find out they are working for candidates on opposite sides.","https://m.media-amazon.com/images/M/MV5BYmMyMWY0MmMtYTQyZS00NDI4LTk4OTQtY2MxOGMwNzNjMWVmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg","99 min"
"336","Timecop","1994","1","Action|Sci-Fi|Thriller","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future.","https://m.media-amazon.com/images/M/MV5BMDliZmQ3NWQtODFlNi00MTFhLWIyYjgtYzFmN2E0NmU2MWExXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","99 min"
"337","True Lies","1994","1","Action|Adventure|Comedy|Romance|Thriller","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United S...","https://m.media-amazon.com/images/M/MV5BYzg5YmUyNGMtMThiNS00MjA2LTgwZDctNDlhM2RkZDNmZmRkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg","141 min"
"338","When a Man Loves a Woman","1994","1","Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","The seemingly perfect relationship between a man and his wife is tested as a result of her alcoholism.","https://m.media-amazon.com/images/M/MV5BODBhYzRiN2ItYjgxMS00MGUwLTg2ODEtY2UzYWM1NzdlYjQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","126 min"
"339","Wolf","1994","1","Drama|Horror|Romance|Thriller","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","Publisher Will Randall becomes a demon wolf and has to fight to keep his job.","https://m.media-amazon.com/images/M/MV5BNjVkNGVlOGUtMTA0Ni00YjMyLTkxNTctMjZiOWFmYjFhMjMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","125 min"
"340","Wyatt Earp","1994","1","Western","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","From Wichita to Dodge City, to the O.K. Corral in Tombstone, a man becomes a myth in this thrilling journey of romance, adventure, and desperate heroic action.","https://m.media-amazon.com/images/M/MV5BZTY2NDVhZGUtZTY2MC00MTBhLTg4YTQtN2ZiODU4OWM2YTNjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg","191 min"
"341","Bad Company","1995","1","Action|Crime|Drama","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","Nelson Crowe is a CIA operative under the thumb of the Company for a disputed delivery of $50,000 in gold. They blackmail him into working for the Grimes Organization, which is set up as a private company for hire, to blackmail pr...","https://m.media-amazon.com/images/M/MV5BZDNkMGQwNTYtYTJjYi00NTk4LTllYTktMzVhYTkxNWZjNmU2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg","108 min"
"342","Man of No Importance, A","1994","1","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A friendly, poetry quoting bus conductor in 1963 Dublin wants to stage Oscar Wilde's play, Salome, with passengers on his bus.","https://m.media-amazon.com/images/M/MV5BMTM0MTQxOTIwM15BMl5BanBnXkFtZTcwMTUyMTkxMQ@@._V1_SX300.jpg","99 min"
"343","S.F.W.","1994","1","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","An alienated and misanthropic teenager gains sudden and unwanted celebrity status after he's taken hostage by terrorists where his indifference to their threats to kill him makes news headlines.","https://m.media-amazon.com/images/M/MV5BNDlhMDg4OGQtYjIxMi00ZjY0LWEwOTktOWU3YWRiYzZlZjRiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg","96 min"
"344","Low Down Dirty Shame, A","1994","1","Action|Comedy","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","An ex-cop, now a private detective, takes on the search for the millions stolen by a drug lord.","https://m.media-amazon.com/images/M/MV5BMmE2Y2FmNmEtNzc5OC00OTUyLThlY2QtODQ4NTI4OTJhMzAwXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg","108 min"
"345","Boys Life","1995","1","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Each of the three short films in this collection presents a young gay man at the threshold of adulthood. In 'Pool Days,' Justin is a 17-year old Bethesda lad, hired as the evening life guard at a fitness center. In the course of t...","https://m.media-amazon.com/images/M/MV5BMTM0ODA1MzEwM15BMl5BanBnXkFtZTcwNjQ3ODYxMQ@@._V1_SX300.jpg","91 min"
"346","Colonel Chabert, Le","1994","1","Drama|Romance|War","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","Colonel Chabert has been severely wounded in the French-Russian Napoleonic war to the point that the medical examiner has signed his death certificate. When he regains his health and memory, he goes back to Paris, where his 'widow...","https://m.media-amazon.com/images/M/MV5BMTM1NTEyNjQ3MF5BMl5BanBnXkFtZTcwMzg4NTYxMQ@@._V1_SX300.jpg","110 min"
"347","Faster Pussycat! Kill! Kill!","1965","1","Action|Crime|Drama","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","Three go-go dancers holding a young girl hostage come across a crippled old man living with his two sons in the desert. After learning he's hiding a sum of cash around, the women start scheming on him.","https://m.media-amazon.com/images/M/MV5BYzQzODhjOTktZDY2ZS00Y2E0LTgwZWEtNzdlOWI4MjY4OWMyXkEyXkFqcGdeQXVyMjUxOTQ5MzA@._V1_SX300.jpg","83 min"
"348","Jason's Lyric","1994","1","Crime|Drama","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Two brothers, survivors of family tragedy, take different life paths: one falls for a high-spirited waitress and dreams of success, the other follows a life of petty crime. Their lives reconnect in shattering fashion.","https://m.media-amazon.com/images/M/MV5BYWI3Zjc5ZGYtMDVmOS00MDI3LTlkZjAtODZlM2JhYWFjZjBjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg","119 min"
"349","Street Fighter","1994","1","Action|Adventure|Fantasy","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.","https://m.media-amazon.com/images/M/MV5BY2JhYjUzYzAtMWFhMi00YzIyLTllZGQtMTAzNThkNTJhNTBmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg","102 min"
"350","Highlander III: The Sorcerer","1994","1","Action|Fantasy","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","Deceived that he had won the Prize, Connor MacLeod awakens from a peaceful life when an entombed immortal magician comes seeking the Highlander.","https://m.media-amazon.com/images/M/MV5BNzZmNGNmMzgtMjA2YS00YzY3LThmMjYtOTVmMzg4ZGY2YWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","99 min"
"351","Federal Hill","1994","1","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","On the mean streets of Providence, five friends struggle for a future in the mob-infested neighborhood known as Federal hill. Petty burglar Ralph and his drug-dealing friend Nicky are inseparable until Nicky meets a beautiful….","https://m.media-amazon.com/images/M/MV5BYWNkZTg5Y2EtNmE5Yi00YTI0LWFlNGEtNjhkN2I4NDU0NDlhXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg","97 min"
"352","In the Mouth of Madness","1995","1","Horror|Thriller","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.","https://m.media-amazon.com/images/M/MV5BYjNkMWVkYTUtYzUwZi00ZWI1LTg3MzktZjVkNDQxZjFhOTY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","95 min"
"353","8 Seconds","1994","1","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","This movie chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.","https://m.media-amazon.com/images/M/MV5BYjY4Nzk5NzItYjAyNy00NzgwLTgwMTQtMTM4MDkyOTk0ODFjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg","105 min"
"354","Above the Rim","1994","1","Crime|Drama","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.","https://m.media-amazon.com/images/M/MV5BNDE5M2I4OWEtZDUyMS00ODYwLTkxNWYtZmNlNjEzOWRlYjc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","96 min"
"355","Addams Family Values","1993","1","Children|Comedy|Fantasy","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","The Addams Family try to rescue their beloved Uncle Fester from his gold-digging new love, a black widow named Debbie.","https://m.media-amazon.com/images/M/MV5BZWFhNjY0YjItNjM5NC00NzAwLWI3ZWUtMTlkNTA0ZWVkNjBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","94 min"
"356","Age of Innocence, The","1993","1","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A tale of nineteenth-century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.","https://m.media-amazon.com/images/M/MV5BMDhkN2FhYTktYWUwNy00NTE5LWJiYjYtMGNlODIyNDc5MWZhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg","139 min"
"357","Airheads","1994","1","Comedy","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Three band members hoping for a big break head to a radio station to play their demo tape and wind up holding everyone hostage with plastic guns when the head D.J. refuses to play them.","https://m.media-amazon.com/images/M/MV5BY2M3OWY0OTYtZWE5Yy00NDRkLTllYmUtOWVjOTMyZjJjNjhkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","92 min"
"358","Air Up There, The","1994","1","Comedy","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","A basketball coach travels to Africa to recruit a new star.","https://m.media-amazon.com/images/M/MV5BYjJjN2NhMmQtMDY5Zi00MDY5LWEwYmYtNGUwODVkNTZhNTY2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg","107 min"
"359","Another Stakeout","1993","1","Comedy|Thriller","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Two immature detectives are joined by a pesky assistant district attorney in staking out a lakeside home where a Mafia trial witness is believed to be heading.","https://m.media-amazon.com/images/M/MV5BNWZmMzIwZTgtYmMyZi00ZWMwLWJjYzYtNGQzNTE1NmVlNjkxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg","108 min"
"360","Bad Girls","1994","1","Western","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","Four prostitutes join together to travel the Old West.","https://m.media-amazon.com/images/M/MV5BZmE5NjM5YmQtZTVmNC00MGE4LWI1YWEtNzc3ZDBhNWUyNjQwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","99 min"
"361","Barcelona","1994","1","Comedy|Romance","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","An American working in Barcelona, having sworn off beautiful women, is forced to be host to his playboy cousin in this witty comedy of good intentions and mixed signals.","https://m.media-amazon.com/images/M/MV5BNWU2YzE2YzctNDg1OS00ZDdhLWI3M2ItYWY1MzExZjlmOGM5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg","101 min"
"362","Being Human","1993","1","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","One man must learn the meaning of courage across four lifetimes centuries apart.","https://m.media-amazon.com/images/M/MV5BZjJkNjQ1YjQtNmYzMC00ZmMzLWIwZDktNWJkNmE5NGMwOTNjXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg","122 min"
"363","Beverly Hillbillies, The","1993","1","Comedy","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Nice guy redneck Jed Clampett strikes it rich when he finds black oil. He and his kin move to posh Beverly Hills.","https://m.media-amazon.com/images/M/MV5BYTE3YjcwNTYtY2IwNi00MDlhLTlhMzMtOGM1YzI5MTU5OGNkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg","92 min"
"364","Beverly Hills Cop III","1994","1","Action|Comedy|Crime|Thriller","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who killed his boss are running a counterfeit money ring out of a theme park in Los Angeles.","https://m.media-amazon.com/images/M/MV5BOTdhMTU4MzMtYTVjMi00MTYzLTkxZDYtOWUwYjI0NDFjZTY1XkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_SX300.jpg","104 min"
"365","Black Beauty","1994","1","Adventure|Children|Drama","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.","https://m.media-amazon.com/images/M/MV5BODUwYmY3ODUtOTE3Zi00OTEyLTkwOWEtZWE0MTAzYmNkNzI0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg","88 min"
"366","Blink","1994","1","Thriller","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Emma, a blind violinist who had recently undergone a revolutionary surgery, joins with a police detective to track a serial killer after she was an inadvertent witness to his latest crime.","https://m.media-amazon.com/images/M/MV5BZDc4ZTA5MjktOTk1MC00OTY4LWE0NjItZDk5YTM0NGNhYTlhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","106 min"
"367","Blown Away","1994","1","Action|Thriller","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","An Irish bomber escapes from prison and targets a member of the Boston bomb squad.","https://m.media-amazon.com/images/M/MV5BNjA4M2JhZWUtY2ZlNi00YzExLWE1YzEtNTY3Y2E2MzQwOTFjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","121 min"
"368","Blue Chips","1994","1","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A college basketball coach is forced to break the rules in order to get the players he needs to stay competitive.","https://m.media-amazon.com/images/M/MV5BYTkxMDI4NjEtODU0MC00NDlkLWFmYzYtYTEzNmUzYjIzY2RiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","108 min"
"369","Blue Sky","1994","1","Drama|Romance","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","Jessica Lange stars in a period drama about a family moving to a military base, and she quickly becomes part of a cover-up involving nuclear bomb tests.","https://m.media-amazon.com/images/M/MV5BNTQ1NTA3MTU5Ml5BMl5BanBnXkFtZTcwMzc3NDcyNA@@._V1_SX300.jpg","101 min"
"370","Body Snatchers","1993","1","Horror|Sci-Fi|Thriller","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","A teenage girl and her father discover alien clones are replacing humans on a remote U.S. military base in Alabama.","https://m.media-amazon.com/images/M/MV5BYjE3NzIxMzctNzQ1MS00OGQ0LTg5YjAtM2ViODkyYmEyMjllXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","87 min"
"371","Boxing Helena","1993","1","Drama|Mystery|Romance|Thriller","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","A surgeon becomes obsessed with the seductive woman he once was in an affair with. Refusing to accept that she has moved on, he amputates her limbs and holds her captive in his mansion.","https://m.media-amazon.com/images/M/MV5BYjdhOWE4MDMtZGM5Zi00Mzc1LTkyNWUtYWQ1ODU4NGEyZDhiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","107 min"
"372","Bronx Tale, A","1993","1","Drama","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.","https://m.media-amazon.com/images/M/MV5BOTY5OGI3ZWQtNzk3ZS00YTYxLWJhZWEtMjc5YTJkZmMzOWJhXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg","121 min"
"373","Cabin Boy","1994","1","Comedy","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat and faces the wrath of a crew that considers him bad luck.","https://m.media-amazon.com/images/M/MV5BZWI5ZmY5MDMtOWJkYy00YjJlLWI1MDctMjMwZDI3NTY4YmJlXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg","80 min"
"374","Calendar Girl","1993","1","Comedy|Drama","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Three young men go on an end of the summer trip to Hollywood, California. Their quest: to fulfill the fantasy of meeting Marilyn Monroe.","https://m.media-amazon.com/images/M/MV5BOWJmYWExN2MtMmI3Ni00ZDIzLThkN2ItYzlhNmUyOGExYzM2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg","90 min"
"375","Carlito's Way","1993","1","Crime|Drama","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.","https://m.media-amazon.com/images/M/MV5BYzBhY2E0OWYtYzRmNC00ZGY3LTllODYtNTExM2FmYTFkMGUwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","144 min"
"376","City Slickers II: The Legend of Curly's Gold","1994","1","Adventure|Comedy|Western","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","One year after their first adventure, Mitch Robbins and his friends discover a treasure map that belonged to their late trail guide Curly and they set out to discover its secrets.","https://m.media-amazon.com/images/M/MV5BZjQ3NzM2NjctN2JjMy00M2NmLWJmMGItY2UxYjAzYWFhYmI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","116 min"
